time;survival
1,18;0,526165441
1,19;0,52343953
1,2;0,519749504
1,21;0,515135657
1,22;0,510604086
1,23;0,507158135
1,24;0,504830088
1,25;0,502712319
1,26;0,49990302
1,27;0,496409462
1,28;0,493090584
1,29;0,490803412
1,3;0,489730725
1,31;0,489443918
1,32;0,489499928
1,33;0,489596798
1,34;0,489556415
1,35;0,489211845
1,36;0,488517777
1,37;0,487532205
1,38;0,486312209
1,39;0,484845395
1,4;0,483062261
1,41;0,480901572
1,42;0,478458758
1,43;0,475953881
1,44;0,473592312
1,45;0,471308047
1,46;0,468826168
1,47;0,46589072
1,48;0,462592415
1,49;0,45928019
1,5;0,456292453
1,51;0,453741076
1,52;0,451574671
1,53;0,449734782
1,54;0,44811816
1,55;0,44659032
1,56;0,445024748
1,57;0,44340129
1,58;0,441771527
1,59;0,440182108
1,6;0,438605608
1,61;0,436966277
1,62;0,435176639
1,63;0,433026304
1,64;0,43022733
1,65;0,426543625
1,66;0,422311574
1,67;0,418216854
1,68;0,414893306
1,69;0,412388178
1,7;0,410402667
1,71;0,408650565
1,72;0,40701441
1,73;0,405472982
1,74;0,403997369
1,75;0,402475189
1,76;0,400748041
1,77;0,398675225
1,78;0,396281064
1,79;0,393677811
1,8;0,390988105
1,81;0,388417859
1,82;0,386215861
1,83;0,384570946
1,84;0,383168363
1,85;0,381442841
1,86;0,37890166
1,87;0,375648142
1,88;0,372072046
1,89;0,368540067
1,9;0,365227444
1,91;0,362220548
1,92;0,359581505
1,93;0,357196829
1,94;0,354874326
1,95;0,352451325
1,96;0,349977425
1,97;0,347594081
1,98;0,345445552
1,99;0,343692699
2;0,342503324
2,01;0,342002331
2,02;0,342032997
2,03;0,342325067
2,04;0,342618199
2,05;0,342716583
2,06;0,34244951
2,07;0,341708488
2,08;0,340762309
2,09;0,340021349
2,1;0,339807204
2,11;0,339921565
2,12;0,339977939
2,13;0,339640608
2,14;0,338860643
2,15;0,337689219
2,16;0,336193453
2,17;0,334526129
2,18;0,332868861
2,19;0,33135049
2,2;0,329824972
2,21;0,328057085
2,22;0,325871202
2,23;0,323390692
2,24;0,320832418
2,25;0,31837116
2,26;0,315978431
2,27;0,31356449
2,28;0,311072717
2,29;0,308600509
2,3;0,30628998
2,31;0,304271612
2,32;0,302623808
2,33;0,301410396
2,34;0,300623954
2,35;0,299949826
2,36;0,298990572
2,37;0,297483288
2,38;0,295723791
2,39;0,294152911
2,4;0,293091209
2,41;0,292378175
2,42;0,291733028
2,43;0,290947734
2,44;0,290094543
2,45;0,289313194
2,46;0,28866842
2,47;0,287946601
2,48;0,286869565
2,49;0,285291004
2,5;0,283536038
2,51;0,282035078
2,52;0,2810664
2,53;0,280384304
2,54;0,279630378
2,55;0,278501458
2,56;0,276877724
2,57;0,274677397
2,58;0,271977408
2,59;0,269362271
2,6;0,267517617
2,61;0,266877355
2,62;0,267099487
2,63;0,267693019
2,64;0,268198292
2,65;0,26824874
2,66;0,267495287
2,67;0,265852279
2,68;0,263988738
2,69;0,262707494
2,7;0,262458075
2,71;0,262713915
2,72;0,26278175
2,73;0,262221044
2,74;0,261264723
2,75;0,2602564
2,76;0,259418307
2,77;0,258660621
2,78;0,257844321
2,79;0,256921671
2,8;0,25607137
2,81;0,255506283
2,82;0,255336768
2,83;0,255427768
2,84;0,255608381
2,85;0,255734981
2,86;0,255726981
2,87;0,255512654
2,88;0,2550166
2,89;0,25415523
2,9;0,252844637
2,91;0,251144867
2,92;0,24942612
2,93;0,248097224
2,94;0,247303265
2,95;0,246640505
2,96;0,245638658
2,97;0,244093074
2,98;0,242333075
2,99;0,240750867
3;0,239609769
3,01;0,238922778
3,02;0,238673182
3,03;0,238742599
3,04;0,238821833
3,05;0,23858268
3,06;0,237889838
3,07;0,236957894
3,08;0,236036861
3,09;0,235245935
3,1;0,234474939
3,11;0,233592362
3,12;0,232611309
3,13;0,231790017
3,14;0,231406735
3,15;0,231478057
3,16;0,23159174
3,17;0,231300896
3,18;0,230484379
3,19;0,229537322
3,2;0,228896347
3,21;0,228749039
3,22;0,228901242
3,23;0,22912752
3,24;0,229259298
3,25;0,229212304
3,26;0,228909656
3,27;0,228302221
3,28;0,227380669
3,29;0,226139699
3,3;0,224617298
3,31;0,222911513
3,32;0,221125171
3,33;0,219375909
3,34;0,217801248
3,35;0,216537389
3,36;0,215615001
3,37;0,214927657
3,38;0,214358557
3,39;0,213747122
3,4;0,212877734
3,41;0,211539833
3,42;0,209811096
3,43;0,208119832
3,44;0,206902376
3,45;0,206180728
3,46;0,2054891
3,47;0,204347911
3,48;0,20269552
3,49;0,2009465
3,5;0,19953105
3,51;0,198595413
3,52;0,197972681
3,53;0,197478599
3,54;0,196897489
3,55;0,195980135
3,56;0,194492962
3,57;0,192624107
3,58;0,190997397
3,59;0,190228795
3,6;0,190291704
3,61;0,190516962
3,62;0,190234706
3,63;0,189366185
3,64;0,188404797
3,65;0,187848038
3,66;0,187796718
3,67;0,187980013
3,68;0,188122258
3,69;0,188131777
3,7;0,188083737
3,71;0,18805599
3,72;0,188064775
3,73;0,188072252
3,74;0,188042223
3,75;0,187999079
3,76;0,188018678
3,77;0,188167494
3,78;0,188329609
3,79;0,188239177
3,8;0,187650621
3,81;0,186707203
3,82;0,185861506
3,83;0,185540464
3,84;0,185659105
3,85;0,185738395
3,86;0,185323614
3,87;0,184450876
3,88;0,183521894
3,89;0,182927661
3,9;0,182795162
3,91;0,183061114
3,92;0,183631454
3,93;0,184067961
3,94;0,183692465
3,95;0,181906816
3,96;0,179162132
3,97;0,176617225
3,98;0,175324723
3,99;0,174927597
4;0,174149186
4,01;0,171829152
4,02;0,168297444
4,03;0,164824298
4,04;0,162593033
4,05;0,161690206
4,06;0,161533192
4,07;0,161563594
4,08;0,161571664
4,09;0,161553342
4,1;0,161510639
4,11;0,161479314
4,12;0,161514371
4,13;0,161653591
4,14;0,16176951
4,15;0,161643563
4,16;0,161089648
4,17;0,160224946
4,18;0,159328235
4,19;0,158634849
4,2;0,157988839
4,21;0,157032791
4,22;0,155479487
4,23;0,153641733
4,24;0,152130836
4,25;0,151476438
4,26;0,151536293
4,27;0,15184527
4,28;0,151988064
4,29;0,151948531
4,3;0,151895794
4,31;0,151967267
4,32;0,152058485
4,33;0,151956567
4,34;0,151479794
4,35;0,150671329
4,36;0,149671648
4,37;0,148626449
4,38;0,147714391
4,39;0,147127904
4,4;0,147004568
4,41;0,147121773
4,42;0,147111704
4,43;0,14666382
4,44;0,145831524
4,45;0,144809788
4,46;0,143786876
4,47;0,142908429
4,48;0,14230409
4,49;0,142069889
4,5;0,142105717
4,51;0,14224047
4,52;0,142324367
4,53;0,142327986
4,54;0,142263919
4,55;0,142157927
4,56;0,142106759
4,57;0,142231057
4,58;0,142573485
4,59;0,14277059
4,6;0,142327164
4,61;0,140915539
4,62;0,139048241
4,63;0,13750052
4,64;0,136881382
4,65;0,136996936
4,66;0,13741135
4,67;0,137734325
4,68;0,137787413
4,69;0,137453682
4,7;0,136687234
4,71;0,135760157
4,72;0,135033485
4,73;0,134775081
4,74;0,134851076
4,75;0,135019349
4,76;0,135087052
4,77;0,135065972
4,78;0,135021008
4,79;0,135003331
4,8;0,135009194
4,81;0,135021123
4,82;0,135025532
4,83;0,135023813
4,84;0,135020963
4,85;0,135020632
4,86;0,135021462
4,87;0,135020934
4,88;0,135017942
4,89;0,135016437
4,9;0,135021495
4,91;0,135033784
4,92;0,135038777
4,93;0,135018684
4,94;0,134972469
4,95;0,134954714
4,96;0,135031498
4,97;0,13520424
4,98;0,135267581
4,99;0,13497498
5;0,134213462
5,01;0,133281744
5,02;0,132557521
5,03;0,132295248
5,04;0,132383191
5,05;0,132641909
5,06;0,132886668
5,07;0,132917572
5,08;0,132532238
5,09;0,131681651
5,1;0,130740514
5,11;0,130155677
5,12;0,130142938
5,13;0,130302389
5,14;0,130133228
5,15;0,129379446
5,16;0,128414347
5,17;0,127710408
5,18;0,127538437
5,19;0,12766899
5,2;0,127796839
5,21;0,127753585
5,22;0,127698385
5,23;0,127837592
5,24;0,128177004
5,25;0,128258958
5,26;0,127562284
5,27;0,125939613
5,28;0,124077569
5,29;0,122773532
5,3;0,122445757
5,31;0,122695667
5,32;0,123019741
5,33;0,123105412
5,34;0,123037461
5,35;0,12294988
5,36;0,122925378
5,37;0,122943576
5,38;0,122971827
5,39;0,122986701
5,4;0,122982672
5,41;0,122956421
5,42;0,122920819
5,43;0,122919121
5,44;0,122997135
5,45;0,123124556
5,46;0,123133019
5,47;0,12284087
5,48;0,122177101
5,49;0,121264707
5,5;0,120246363
5,51;0,11926906
5,52;0,118487105
5,53;0,118053605
5,54;0,117987931
5,55;0,118090276
5,56;0,118142818
5,57;0,118074782
5,58;0,118048449
5,59;0,118242311
5,6;0,118575678
5,61;0,118570569
5,62;0,117724562
5,63;0,116027406
5,64;0,114198568
5,65;0,113006958
5,66;0,112749526
5,67;0,113046321
5,68;0,113467722
5,69;0,113702569
5,7;0,11360407
5,71;0,113043001
5,72;0,112118986
5,73;0,111238879
5,74;0,110821262
5,75;0,110902265
5,76;0,111021199
5,77;0,110695355
5,78;0,109846291
5,79;0,108903742
5,8;0,108320396
5,81;0,108233713
5,82;0,108397683
5,83;0,108547888
5,84;0,108569829
5,85;0,108525511
5,86;0,108485669
5,87;0,108480131
5,88;0,108492106
5,89;0,108502672
5,9;0,108504065
5,91;0,108500831
5,92;0,108498029
5,93;0,108497679
5,94;0,108498553
5,95;0,108499297
5,96;0,108499386
5,97;0,10849915
5,98;0,108498946
5,99;0,108498916
6;0,108498983
6,01;0,108499062
6,02;0,108499098
6,03;0,108499069
6,04;0,108498954
6,05;0,108498836
6,06;0,108498891
6,07;0,108499275
6,08;0,108499706
6,09;0,108499506
6,1;0,108498071
6,11;0,108496476
6,12;0,108497266
6,13;0,108502672
6,14;0,108508573
6,15;0,108505454
6,16;0,108485077
6,17;0,10846325
6,18;0,108475543
6,19;0,10855233
6,2;0,108633031
6,21;0,108584707
6,22;0,108275875
6,23;0,107626758
6,24;0,106597378
6,25;0,105161412
6,26;0,103472417
6,27;0,101817943
6,28;0,10047532
6,29;0,099539765
6,3;0,098975246
6,31;0,098738687
6,32;0,098733278
6,33;0,098824752
6,34;0,098885927
6,35;0,098886646
6,36;0,098862185
6,37;0,098846749
6,38;0,098847376
6,39;0,098853387
6,4;0,098854742
6,41;0,098852049
6,42;0,098852636
6,43;0,098862517
6,44;0,098872413
6,45;0,098863708
6,46;0,098822589
6,47;0,098786176
6,48;0,098821636
6,49;0,098977292
6,5;0,099111358
6,51;0,098973625
6,52;0,098353728
6,53;0,097430593
6,54;0,096597768
6,55;0,096208097
6,56;0,096224628
6,57;0,096402711
6,58;0,096516473
6,59;0,096520323
6,6;0,096461498
6,61;0,096388484
6,62;0,096353826
6,63;0,096412086
6,64;0,096592943
6,65;0,096726577
6,66;0,09654729
6,67;0,095848555
6,68;0,094883803
6,69;0,094119956
6,7;0,093940709
6,71;0,094105984
6,72;0,094096125
6,73;0,093484172
6,74;0,092510778
6,75;0,091705484
6,76;0,091500968
6,77;0,091660894
6,78;0,091669479
6,79;0,091104753
6,8;0,09016647
6,81;0,089305018
6,82;0,08890458
6,83;0,088927225
6,84;0,089170819
6,85;0,089434881
6,86;0,089531174
6,87;0,089276054
6,88;0,088550435
6,89;0,08761218
6,9;0,086855585
6,91;0,086593152
6,92;0,086676657
6,93;0,086797055
6,94;0,086719133
6,95;0,086607896
6,96;0,086763045
6,97;0,087402416
6,98;0,088317093
6,99;0,089159706
7;0,089629285
7,01;0,089657824
7,02;0,08925016
7,03;0,088455533
7,04;0,087537373
7,05;0,086823655
7,06;0,08656239
7,07;0,086629815
7,08;0,086794229
7,09;0,08686672
7,1;0,086850004
7,11;0,086800394
7,12;0,086766503
7,13;0,086763729
7,14;0,08679852
7,15;0,086863109
7,16;0,086890711
7,17;0,08679922
7,18;0,086573875
7,19;0,086469308
7,2;0,086807496
7,21;0,087739976
7,22;0,088761622
7,23;0,089209183
7,24;0,088664683
7,25;0,087620387
7,26;0,08677966
7,27;0,086617722
7,28;0,086794166
7,29;0,086786405
7,3;0,086230869
7,31;0,085311666
7,32;0,084330707
7,33;0,083501117
7,34;0,082741373
7,35;0,081908939
7,36;0,080946241
7,37;0,080067404
7,38;0,079540686
7,39;0,079493902
7,4;0,079621994
7,41;0,079536863
7,42;0,078980358
7,43;0,078080447
7,44;0,077036471
7,45;0,07603268
7,46;0,07521009
7,47;0,074701916
7,48;0,074565049
7,49;0,074645506
7,5;0,074753316
7,51;0,074765385
7,52;0,074736845
7,53;0,074752064
7,54;0,074837022
7,55;0,074867614
7,56;0,074696031
7,57;0,074203571
7,58;0,073343747
7,59;0,072081367
7,6;0,07046803
7,61;0,068763114
7,62;0,06725608
7,63;0,066146145
7,64;0,065423973
7,65;0,06505073
7,66;0,064960365
7,67;0,065026088
7,68;0,065113168
7,69;0,065136636
7,7;0,065118731
7,71;0,065095543
7,72;0,065089453
7,73;0,065094328
7,74;0,065100501
7,75;0,06510208
7,76;0,065100754
7,77;0,065099111
7,78;0,065098701
7,79;0,065099062
7,8;0,0650995
7,81;0,065099605
7,82;0,065099507
7,83;0,065099391
7,84;0,065099364
7,85;0,06509939
7,86;0,065099421
7,87;0,065099428
7,88;0,065099421
7,89;0,065099413
7,9;0,065099411
7,91;0,065099413
7,92;0,065099415
7,93;0,065099416
7,94;0,065099415
7,95;0,065099415
7,96;0,065099414
7,97;0,065099415
7,98;0,065099415
7,99;0,065099415
8;0,065099415
8,01;0,065099415
8,02;0,065099415
8,03;0,065099415
8,04;0,065099414
8,05;0,065099413
8,06;0,065099413
8,07;0,065099416
8,08;0,06509942
8,09;0,065099419
8,1;0,06509941
8,11;0,065099396
8,12;0,065099397
8,13;0,065099435
8,14;0,065099486
8,15;0,065099478
8,16;0,065099338
8,17;0,065099147
8,18;0,065099181
8,19;0,065099711
8,2;0,065100419
8,21;0,065100275
8,22;0,065098273
8,23;0,065095644
8,24;0,065096249
8,25;0,065103813
8,26;0,065113565
8,27;0,06511106
8,28;0,065082491
8,29;0,065046322
8,3;0,065056598
8,31;0,065164479
8,32;0,065298586
8,33;0,065256745
8,34;0,064838988
8,35;0,064054757
8,36;0,063129853
8,37;0,062291131
8,38;0,061560491
8,39;0,060754873
8,4;0,059698553
8,41;0,058568388
8,42;0,057882513
8,43;0,058139673
8,44;0,059154302
8,45;0,06009973
8,46;0,06016481
8,47;0,059319151
8,48;0,058240327
8,49;0,057602789
8,5;0,057552401
8,51;0,057771119
8,52;0,057937701
8,53;0,057949764
8,54;0,057890815
8,55;0,057846684
8,56;0,057843784
8,57;0,057859695
8,58;0,057871558
8,59;0,05787243
8,6;0,057868026
8,61;0,057864181
8,62;0,057863248
8,63;0,057864898
8,64;0,057868576
8,65;0,057871504
8,66;0,057869245
8,67;0,057858248
8,68;0,05784755
8,69;0,057855251
8,7;0,057895897
8,71;0,057935372
8,72;0,057905629
8,73;0,057752826
8,74;0,057607155
8,75;0,05772293
8,76;0,05832423
8,77;0,059250809
8,78;0,060091695
8,79;0,060469267
8,8;0,060430678
8,81;0,060291086
8,82;0,060335249
8,83;0,060474582
8,84;0,060392714
8,85;0,059812108
8,86;0,058889706
8,87;0,058038774
8,88;0,057635005
8,89;0,057649984
8,9;0,057824818
8,91;0,057920078
8,92;0,057906103
8,93;0,057868875
8,94;0,057883931
8,95;0,057920986
8,96;0,057893372
8,97;0,05773842
8,98;0,057606901
8,99;0,057759487
9;0,058407652
9,01;0,059344474
9,02;0,060154891
9,03;0,060479441
9,04;0,060416386
9,05;0,060283949
9,06;0,060349744
9,07;0,06048118
9,08;0,060359917
9,09;0,059729279
9,1;0,058795908
9,11;0,057974103
9,12;0,057619076
9,13;0,057659492
9,14;0,05783944
9,15;0,057932725
9,16;0,057921004
9,17;0,057872755
9,18;0,05784821
9,19;0,057851587
9,2;0,057864521
9,21;0,057870977
9,22;0,05787001
9,23;0,057866543
9,24;0,057864846
9,25;0,057865121
9,26;0,05786605
9,27;0,057866497
9,28;0,057866418
9,29;0,057866169
9,3;0,057866052
9,31;0,057866074
9,32;0,057866141
9,33;0,057866173
9,34;0,057866167
9,35;0,057866148
9,36;0,057866135
9,37;0,057866135
9,38;0,057866145
9,39;0,057866164
9,4;0,057866172
9,41;0,057866149
9,42;0,057866088
9,43;0,057866054
9,44;0,057866138
9,45;0,057866366
9,46;0,057866489
9,47;0,057866171
9,48;0,057865315
9,49;0,057864872
9,5;0,057866084
9,51;0,057869287
9,52;0,057870895
9,53;0,057866263
9,54;0,057854276
9,55;0,057848461
9,56;0,057866146
9,57;0,057910995
9,58;0,057932001
9,59;0,057864492
9,6;0,057696737
9,61;0,057620981
9,62;0,057878584
9,63;0,058603298
9,64;0,059529522
